w1,w2
0.0,0.0
0.9927302332757395,0.991957921953089
0.9854619578163935,0.9839172614639078
0.9781929479044413,0.9758758111080768
0.9723356298518147,0.9695697937750606
0.9692427665527857,0.9648265219993208
0.9645243773205063,0.9581927078420079
0.9572515002964747,0.950146974000679
0.9527272977101349,0.9437181295655451
0.945453280164618,0.9356711152436821
0.9409297142447126,0.9292452168319704
0.933653910548369,0.921196238376637
0.9291433217489694,0.9147094032979798
0.9233403146589831,0.9084355855953776
0.914529379845606,0.8988358790115522
0.9100172213694799,0.892346876084824
0.9055043979600262,0.8858569389414933
0.8982099121593753,0.877966037579611
0.8924036080786821,0.871688649101591
0.8850028522817033,0.8638230877544841
0.8761864638630724,0.8542174208355154
0.8716461887932981,0.8477076331079092
0.8671057483073438,0.8411975854273906
0.8582876428018756,0.8315900703864565
0.8494094314100219,0.8222097747918639
0.8421106707552175,0.8143142772814189
0.8348251857194645,0.8062545865669554
0.8275389635946734,0.7981940746027582
0.8230216591162607,0.7916976224801353
0.8170280869287972,0.7836875626135408
0.8097254147870088,0.7756849532095711
0.8024362589225695,0.7676211981876983
0.7979174304820968,0.7611224467437526
0.7890773136189397,0.7515668222533266
0.7817866296279861,0.7435013839705572
0.7772529198559057,0.7371649222187535
0.7699615677342069,0.729098754847799
0.763965059029195,0.7210846732325518
0.756673144002834,0.7130178838755462
0.7506760121821332,0.7050029962934474
0.7433832101262926,0.6969352240169684
0.7388480318809922,0.6905967654885047
0.7315541479874349,0.6825277944427415
0.7227073570238418,0.6729614336364274
0.7167079193328161,0.6649434967358778
0.709412213784334,0.6568725096646335
0.7048736755520999,0.6504233210568198
0.6989178110194931,0.642338702126092
0.6916205285897715,0.6342659720303063
0.6827853146935081,0.6246398237738731
0.6782472916999522,0.6181943199531852
0.6722904092746322,0.6101082402236461
0.6635140089078356,0.6005191013922877
0.6562152754253486,0.5924447755501852
0.6473784973193085,0.5828169324366657
0.6428537150457679,0.5763096407364461
0.6383132031670624,0.569855877048451
0.633773960550298,0.5634086765219919
0.6292344851696288,0.5569611515919388
0.6246947813709081,0.5506163329800164
0.6201548125437912,0.5442711551264825
0.6114199737923283,0.5346134408823773
0.6026846477437818,0.5249551873091077
0.5953683405252534,0.5170407244194452
0.5908275001684911,0.5105912260936528
0.586286493417991,0.5041414797578376
0.5817452989600088,0.4976914690107186
0.5772179518887453,0.4911804557221283
0.5726904356960667,0.484669199383268
0.5675820781149022,0.47773884581378856
0.5572601208174329,0.46658807792007706
0.5485220072250332,0.45692675192383125
0.539783723488171,0.4472652349669496
0.5352418083117504,0.44081421397362386
0.5307136699976364,0.43430206373060753
0.521929620289089,0.42470454101533983
0.511651140351811,0.41348727859692147
0.5043316551493574,0.4054662845279856
0.4998029095802754,0.3989532771015518
0.48947830602195697,0.3877996491328799
0.4807379215741372,0.37813581027354926
0.4762088572320504,0.37162230882848335
0.4702754837209865,0.36366799477964906
0.46145916916512264,0.35392740664596967
0.45692985182921797,0.34741353049820367
0.446604016422828,0.3362585744111998
0.439283086223341,0.32823599922167024
0.4347535813951967,0.32172186170989525
0.4244724501510184,0.31050168768752984
0.41994280953233787,0.30398735420664513
0.4096613482616235,0.29276681906997637
0.40233834020682857,0.28473844435422524
